iter	Logloss
0	0.3629997009
1	0.1894283323
2	0.1046987808
3	0.05853978224
4	0.03398978235
5	0.02175923328
6	0.01484576435
7	0.01072513368
8	0.008186539077
9	0.006604537016
10	0.005370090484
11	0.004627198433
12	0.004143817809
13	0.003763534415
14	0.003508434584
15	0.003301589679
16	0.003158611971
17	0.002995822525
18	0.002904906305
19	0.002800217495
20	0.002741758041
21	0.002689840219
22	0.002651059199
23	0.002613921411
24	0.002579271503
25	0.002559391276
26	0.00250290729
27	0.00249384281
28	0.002465250307
29	0.002429865358
30	0.002403024476
31	0.002378390384
32	0.002370004649
33	0.002353691152
34	0.002324820699
35	0.002308574986
36	0.002281237992
37	0.002251497906
38	0.002219319553
39	0.002199536799
40	0.002190159206
41	0.002175605378
42	0.002163367047
43	0.00214091842
44	0.002133862824
45	0.002118898075
46	0.002108333682
47	0.002093549334
48	0.002081553291
49	0.00207674522
50	0.002066388867
51	0.002053924237
52	0.002043493014
53	0.002025983273
54	0.002011742622
55	0.00199969541
56	0.001993896148
57	0.001981288651
58	0.00196430653
59	0.001956383945
60	0.001928391264
61	0.001918105453
62	0.001905430889
63	0.001892220065
64	0.001879015402
65	0.001866234711
66	0.001852252915
67	0.001838784914
68	0.001833041719
69	0.001824118738
70	0.001817914665
71	0.001813169948
72	0.001810621595
73	0.001796937539
74	0.001792795123
75	0.001787525332
76	0.001767617024
77	0.001758490089
78	0.001749654802
79	0.001743835264
80	0.0017309722
81	0.001723551504
82	0.001716345096
83	0.001708941287
84	0.001702183265
85	0.001683960109
86	0.001680728157
87	0.001674416607
88	0.001668816721
89	0.001660870342
90	0.001653407367
91	0.001644302046
92	0.001638886008
93	0.001626960393
94	0.001622102576
95	0.001617913057
96	0.001613851577
97	0.001601532839
98	0.001596796093
99	0.001591603924
100	0.001586419766
101	0.001583985297
102	0.001576588754
103	0.001565551423
104	0.001558475897
105	0.001553671706
106	0.001537653455
107	0.001522544272
108	0.001516605109
109	0.001505640259
110	0.001501847698
111	0.001499025914
112	0.001497153152
113	0.001491768988
114	0.001487915571
115	0.001483567557
116	0.00147825896
117	0.001469202817
118	0.001464097605
119	0.001453950734
120	0.001451484288
121	0.001448407846
122	0.001440441318
123	0.001436800848
124	0.001424131437
125	0.001421764629
126	0.001416135945
127	0.001414060475
128	0.001402473433
129	0.001400042242
130	0.001396983192
131	0.001391275855
132	0.001388048716
133	0.001386676981
134	0.001384846734
135	0.001381774492
136	0.001374113593
137	0.00136842196
138	0.001362744975
139	0.001360419394
140	0.001358676296
141	0.001356717377
142	0.001344831606
143	0.001342705827
144	0.001337912369
145	0.001335436323
146	0.001321449143
147	0.001320145873
148	0.001317543051
149	0.001315720068
150	0.001313072568
151	0.001310902193
152	0.001309139374
153	0.001306571964
154	0.001304421238
155	0.001302912109
156	0.001300558787
157	0.001297685877
158	0.001286735325
159	0.001285671602
160	0.001283603394
161	0.001281113011
162	0.001278954645
163	0.001276890623
164	0.00127066411
165	0.001268783788
166	0.001266863673
167	0.001265055047
168	0.001259851796
169	0.001258736189
170	0.001256923999
171	0.001252428446
172	0.00124096345
173	0.001239291752
174	0.001238137732
175	0.001236475028
176	0.001233445347
177	0.001228765911
178	0.001223468941
179	0.001216258751
180	0.001213475175
181	0.001211299887
182	0.001205825562
183	0.00120471226
184	0.001201217316
185	0.001199499194
186	0.00118922566
187	0.001186450664
188	0.001176509729
189	0.001175457221
190	0.001173917752
191	0.001170225307
192	0.001169154114
193	0.001168398975
194	0.001166328774
195	0.001161960185
196	0.001160910929
197	0.001159967774
198	0.001156933465
199	0.001152436251
200	0.00114505775
201	0.0011436103
202	0.001137861069
203	0.001134623429
204	0.001131213603
205	0.001126880139
206	0.001125536154
207	0.001122738729
208	0.001117859153
209	0.001111645709
210	0.001106446029
211	0.001105375161
212	0.001099576428
213	0.001097739911
214	0.001095714659
215	0.001093156593
216	0.001091301114
217	0.00109049898
218	0.001087636083
219	0.001085591961
220	0.001082502272
221	0.001081863598
222	0.001075729108
223	0.001071189851
224	0.001068798565
225	0.001066782282
226	0.001061987236
227	0.001061353771
228	0.001057668447
229	0.001056504146
230	0.00105204727
231	0.001050163172
232	0.001048460894
233	0.001046764837
234	0.001041861628
235	0.001040008761
236	0.001038322454
237	0.001036315346
238	0.001033385214
239	0.001031449746
240	0.001029856558
241	0.001027924122
242	0.001026114024
243	0.001025255575
244	0.001024545416
245	0.001021258524
246	0.001020126371
247	0.001016937521
248	0.001016480793
249	0.001015025373
250	0.001008995328
251	0.00100556251
252	0.001004913722
253	0.001002176801
254	0.001000888276
255	0.0009960875775
256	0.0009945679103
257	0.0009926421523
258	0.0009898112359
259	0.0009862144887
260	0.0009848313339
261	0.0009793937765
262	0.0009755459776
263	0.0009740605249
264	0.0009713515355
265	0.0009694561432
266	0.0009675535457
267	0.0009660429647
268	0.0009605248226
269	0.0009590622486
270	0.0009568151541
271	0.0009556897445
272	0.0009524600872
273	0.0009485940703
274	0.0009447842557
275	0.000943400255
276	0.0009405935911
277	0.0009391113981
278	0.0009380127576
279	0.0009361433869
280	0.0009334778432
281	0.000932390978
282	0.0009312734629
283	0.0009283595477
284	0.0009233673264
285	0.0009182503444
286	0.0009144428515
287	0.0009134424793
288	0.0009100234295
289	0.0009096676175
290	0.0009083271969
291	0.0009070978788
292	0.000902631074
293	0.0009006158616
294	0.0008987644358
295	0.0008976296546
296	0.0008927653492
297	0.000890776931
298	0.0008863462667
299	0.0008841128737
300	0.0008816845847
301	0.000878572215
302	0.0008775128236
303	0.0008764375848
304	0.00087444034
305	0.0008735967566
306	0.0008731011699
307	0.0008710102371
308	0.0008702021786
309	0.0008691081917
310	0.0008620837596
311	0.0008604980417
312	0.0008563829866
313	0.0008538473638
314	0.0008517663366
315	0.0008488118248
316	0.0008478526778
317	0.0008434244266
318	0.0008425243758
319	0.0008403871293
320	0.000837752077
321	0.0008338088974
322	0.0008322087678
323	0.0008285798018
324	0.0008239491806
325	0.0008217841816
326	0.0008202882502
327	0.0008166716662
328	0.0008103863304
329	0.0008101915816
330	0.0008074896898
331	0.0008070011162
332	0.0008062321923
333	0.0008046753867
334	0.0008030476401
335	0.000800272419
336	0.0007991555823
337	0.0007953194957
338	0.0007950203493
339	0.0007919184052
340	0.0007916455594
341	0.0007902511896
342	0.0007882643345
343	0.0007863814152
344	0.000784362205
345	0.0007834616124
346	0.0007805052896
347	0.0007781190802
348	0.0007726905589
349	0.0007666568702
350	0.0007654850161
351	0.0007652158167
352	0.0007629681563
353	0.0007603771481
354	0.0007570399166
355	0.0007566902938
356	0.0007543117877
357	0.0007515658637
358	0.0007508662215
359	0.0007505047354
360	0.0007468304863
361	0.0007428356157
362	0.0007375468816
363	0.0007364669131
364	0.0007341150618
365	0.0007338658616
366	0.0007318877867
367	0.0007314696649
368	0.0007306862553
369	0.0007288455472
370	0.000725535409
371	0.000725166455
372	0.0007237739505
373	0.0007227857746
374	0.0007217088664
375	0.0007177753669
376	0.0007167934891
377	0.0007149334062
378	0.0007132677661
379	0.0007110335069
380	0.0007085267825
381	0.0007068168525
382	0.0007051094861
383	0.0007035325787
384	0.0007024757365
385	0.0007002501226
386	0.0006994801531
387	0.0006982270367
388	0.0006967641786
389	0.0006958470497
390	0.000690767605
391	0.0006817888397
392	0.0006797516612
393	0.0006758638711
394	0.0006731357553
395	0.0006693993316
396	0.0006691656382
397	0.0006661724817
398	0.0006631310734
399	0.0006627911014
